                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                  1.152,                 1.1729,                 1.5147,                0.79804,                0.76397,                0.83455,                0.52022,                   1.26,                 0.9033,                  1.569,               0.008119,               0.008119,               0.008119
                     59,                 1.1306,                 1.1907,                 1.5175,                0.79944,                0.73045,                0.82888,                0.50505,                 1.2416,                0.89733,                 1.5673,               0.008086,               0.008086,               0.008086
                     60,                 1.1388,                  1.171,                 1.5083,                0.80579,                0.73743,                0.81536,                0.49627,                   1.26,                0.92387,                 1.5645,               0.008053,               0.008053,               0.008053
                     61,                 1.1143,                 1.1532,                 1.4991,                0.81814,                0.77793,                0.83819,                0.51033,                 1.2417,                0.87612,                  1.556,                0.00802,                0.00802,                0.00802
                     62,                 1.1359,                 1.1585,                 1.5038,                0.80768,                0.76839,                0.83713,                0.50136,                 1.2719,                0.90209,                 1.5662,               0.007987,               0.007987,               0.007987
                     63,                 1.1265,                 1.1547,                 1.5061,                0.83371,                0.77024,                0.84306,                0.51856,                 1.2475,                0.86754,                 1.5541,               0.007954,               0.007954,               0.007954
                     64,                 1.0972,                 1.1361,                 1.4915,                0.80532,                0.79729,                0.84396,                0.52364,                 1.2496,                0.85537,                 1.5569,               0.007921,               0.007921,               0.007921
                     65,                 1.1115,                 1.1196,                 1.4815,                0.85236,                0.71229,                0.82477,                0.51607,                 1.2591,                0.88638,                 1.5739,               0.007888,               0.007888,               0.007888
                     66,                 1.1283,                 1.1505,                 1.5078,                0.82526,                0.77933,                 0.8455,                0.51804,                  1.257,                0.84744,                 1.5687,               0.007855,               0.007855,               0.007855
                     67,                 1.1034,                 1.1213,                 1.4884,                0.81901,                0.71229,                0.82113,                0.50478,                 1.2549,                0.88502,                  1.567,               0.007822,               0.007822,               0.007822
                     68,                 1.0923,                   1.13,                 1.4885,                 0.7713,                 0.7905,                0.83327,                0.51442,                   1.27,                0.87864,                 1.5791,               0.007789,               0.007789,               0.007789
                     69,                 1.0874,                 1.1533,                 1.4811,                0.81183,                0.74716,                 0.8293,                0.51595,                 1.2441,                0.89517,                 1.5488,               0.007756,               0.007756,               0.007756
                     70,                 1.0998,                 1.1135,                  1.462,                0.80207,                0.76397,                 0.8262,                0.50502,                 1.2458,                0.89857,                 1.5559,               0.007723,               0.007723,               0.007723
                     71,                 1.1297,                 1.1327,                 1.4895,                 0.8028,                0.77514,                0.83375,                0.51932,                 1.2472,                0.87132,                 1.5665,                0.00769,                0.00769,                0.00769
                     72,                 1.1103,                 1.1001,                 1.4847,                0.82243,                0.76397,                0.85054,                0.53143,                 1.2552,                0.84699,                 1.5754,               0.007657,               0.007657,               0.007657
                     73,                 1.1315,                 1.1266,                 1.5113,                0.82595,                0.76219,                0.84474,                0.50976,                 1.2756,                0.87123,                 1.5744,               0.007624,               0.007624,               0.007624
                     74,                 1.1021,                  1.133,                 1.4906,                0.82705,                   0.75,                0.82701,                0.49966,                 1.2716,                0.92134,                 1.5637,               0.007591,               0.007591,               0.007591
                     75,                 1.0881,                 1.1091,                 1.4714,                0.82195,                0.76723,                0.85382,                0.52884,                 1.2761,                 0.8451,                 1.5642,               0.007558,               0.007558,               0.007558
                     76,                 1.0778,                  1.094,                 1.4655,                0.81146,                0.78745,                0.84918,                0.52798,                 1.2341,                0.83172,                 1.5341,               0.007525,               0.007525,               0.007525
                     77,                 1.1111,                 1.1086,                 1.4722,                0.83528,                0.75978,                0.84415,                0.52588,                 1.2431,                0.82988,                 1.5407,               0.007492,               0.007492,               0.007492
                     78,                 1.0869,                 1.0605,                 1.4565,                0.82514,                0.77235,                0.84896,                0.53291,                 1.2158,                0.82777,                 1.5292,               0.007459,               0.007459,               0.007459
                     79,                 1.1011,                 1.1178,                 1.4753,                 0.8143,                0.76536,                0.84297,                0.52388,                 1.2536,                0.84934,                 1.5521,               0.007426,               0.007426,               0.007426
                     80,                  1.062,                  1.076,                 1.4457,                0.81134,                0.77374,                0.83769,                0.52177,                 1.2456,                0.85061,                 1.5383,               0.007393,               0.007393,               0.007393
                     81,                 1.0952,                 1.1055,                 1.4648,                0.79719,                0.77406,                0.84384,                0.52256,                 1.2392,                0.83114,                  1.538,                0.00736,                0.00736,                0.00736
                     82,                 1.0707,                 1.0924,                  1.458,                0.74837,                0.79609,                0.82839,                0.52704,                 1.2083,                0.87338,                 1.5203,               0.007327,               0.007327,               0.007327
                     83,                 1.0787,                 1.1196,                 1.4654,                0.80971,                 0.7904,                0.85331,                0.53557,                 1.2305,                 0.8263,                 1.5447,               0.007294,               0.007294,               0.007294
                     84,                 1.0962,                 1.0958,                  1.471,                0.80606,                0.76676,                0.83508,                0.52111,                 1.2277,                0.85792,                  1.531,               0.007261,               0.007261,               0.007261
                     85,                 1.0865,                 1.0727,                 1.4555,                0.81631,                0.76397,                0.83896,                0.53058,                 1.2261,                0.84718,                 1.5244,               0.007228,               0.007228,               0.007228
                     86,                 1.0411,                 1.0695,                  1.437,                0.81827,                0.78352,                0.84594,                0.52371,                 1.2367,                0.83377,                 1.5441,               0.007195,               0.007195,               0.007195
                     87,                 1.0618,                 1.0909,                 1.4396,                0.83509,                0.76257,                0.84691,                0.54165,                 1.2337,                0.79628,                  1.536,               0.007162,               0.007162,               0.007162
                     88,                 1.0709,                 1.0821,                  1.448,                0.83471,                0.78352,                0.85292,                   0.54,                 1.2229,                0.81694,                 1.5313,               0.007129,               0.007129,               0.007129
                     89,                 1.0571,                 1.0716,                 1.4444,                0.85463,                0.72765,                0.83243,                0.53072,                 1.2215,                0.81989,                  1.532,               0.007096,               0.007096,               0.007096
                     90,                  1.038,                 1.0457,                 1.4279,                0.80813,                0.78824,                0.84302,                0.52773,                 1.2411,                0.85566,                  1.543,               0.007063,               0.007063,               0.007063
                     91,                 1.0764,                 1.0675,                 1.4532,                0.83308,                0.76678,                0.85263,                0.54248,                 1.2219,                0.81741,                 1.5261,                0.00703,                0.00703,                0.00703
                     92,                 1.0723,                 1.0665,                 1.4541,                0.81914,                0.77803,                0.84484,                0.54249,                 1.2199,                0.80928,                 1.5332,               0.006997,               0.006997,               0.006997
                     93,                 1.0775,                 1.0734,                 1.4614,                0.82679,                0.75999,                0.84165,                0.53604,                 1.2319,                0.81223,                 1.5319,               0.006964,               0.006964,               0.006964
                     94,                 1.0449,                 1.0618,                 1.4329,                0.83301,                0.76536,                 0.8523,                0.53976,                 1.2214,                0.78928,                 1.5277,               0.006931,               0.006931,               0.006931
                     95,                 1.0618,                  1.035,                 1.4548,                0.80152,                0.78959,                0.85338,                0.54222,                  1.227,                0.79305,                 1.5351,               0.006898,               0.006898,               0.006898
                     96,                 1.0516,                 1.0388,                 1.4343,                0.80798,                0.76396,                0.83903,                0.52735,                 1.2188,                0.84511,                 1.5263,               0.006865,               0.006865,               0.006865
                     97,                 1.0669,                 1.0349,                 1.4389,                0.82206,                0.75419,                0.84937,                0.54234,                 1.2081,                0.80622,                 1.5168,               0.006832,               0.006832,               0.006832
                     98,                 1.0334,                 1.0147,                 1.4215,                0.83855,                0.76955,                0.85571,                0.55114,                 1.2039,                0.79645,                  1.525,               0.006799,               0.006799,               0.006799
                     99,                 1.0458,                 1.0401,                 1.4238,                0.81705,                0.79749,                0.85767,                0.54304,                 1.2268,                0.80374,                 1.5357,               0.006766,               0.006766,               0.006766
                    100,                 1.0308,                 1.0417,                 1.4196,                0.81772,                0.78631,                0.85652,                0.54116,                 1.2177,                0.78547,                 1.5292,               0.006733,               0.006733,               0.006733
                    101,                 1.0256,                  1.014,                 1.4097,                0.80965,                0.79469,                0.85353,                0.54231,                 1.2362,                0.79174,                 1.5407,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.0231,                 1.0224,                 1.4144,                0.83538,                0.78492,                0.85781,                0.54311,                 1.2312,                0.78367,                 1.5292,               0.006667,               0.006667,               0.006667
                    103,                 1.0165,                 1.0297,                 1.4114,                0.82167,                0.78509,                0.85082,                0.54421,                 1.2112,                0.80126,                 1.5209,               0.006634,               0.006634,               0.006634
                    104,                 1.0387,                  1.007,                 1.4113,                0.83368,                0.76955,                0.85382,                0.54707,                 1.2084,                0.78868,                 1.5084,               0.006601,               0.006601,               0.006601
                    105,                 1.0272,                 1.0159,                 1.4255,                0.84482,                0.77793,                0.85595,                0.54654,                 1.2061,                 0.7765,                 1.5232,               0.006568,               0.006568,               0.006568
                    106,                 1.0215,                 1.0079,                 1.3983,                0.82715,                0.78631,                0.85271,                0.53873,                 1.2176,                0.78709,                 1.5235,               0.006535,               0.006535,               0.006535
                    107,                 1.0073,                  0.987,                 1.4031,                0.84129,                0.76816,                 0.8478,                0.54047,                  1.215,                0.80294,                 1.5175,               0.006502,               0.006502,               0.006502
                    108,                 1.0178,                 1.0142,                 1.4119,                0.86215,                0.75838,                0.85225,                0.54145,                 1.2062,                0.77445,                 1.5127,               0.006469,               0.006469,               0.006469
