                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                 1.2018,                 2.1102,                 1.3925,                0.32272,                0.35457,                0.25487,                0.16506,                 1.2969,                 2.1458,                 1.4404,               0.007426,               0.007426,               0.007426
                     80,                 1.2015,                 2.0929,                 1.3865,                0.32806,                  0.352,                0.25477,                0.16532,                 1.2948,                  2.146,                 1.4393,               0.007393,               0.007393,               0.007393
                     81,                 1.1929,                 2.0958,                 1.3846,                0.32664,                0.35308,                0.25492,                 0.1655,                 1.2958,                 2.1447,                 1.4393,                0.00736,                0.00736,                0.00736
                     82,                 1.1922,                 2.0794,                 1.3826,                0.32514,                0.35424,                0.25516,                0.16554,                 1.2961,                 2.1443,                 1.4386,               0.007327,               0.007327,               0.007327
                     83,                 1.1939,                 2.0665,                  1.384,                0.33154,                0.35319,                0.25542,                0.16532,                 1.2964,                 2.1429,                  1.439,               0.007294,               0.007294,               0.007294
                     84,                   1.18,                 2.0745,                 1.3759,                 0.3293,                0.35516,                0.25529,                0.16531,                  1.296,                 2.1421,                 1.4387,               0.007261,               0.007261,               0.007261
                     85,                 1.1873,                 2.0688,                   1.38,                0.32993,                0.35223,                0.25561,                0.16559,                 1.2977,                 2.1422,                 1.4393,               0.007228,               0.007228,               0.007228
                     86,                 1.1835,                  2.041,                 1.3782,                 0.3325,                0.35141,                0.25585,                0.16562,                  1.299,                 2.1414,                 1.4403,               0.007195,               0.007195,               0.007195
                     87,                 1.1752,                 2.0452,                 1.3703,                0.33618,                0.34855,                0.25618,                0.16615,                 1.2988,                 2.1408,                 1.4396,               0.007162,               0.007162,               0.007162
                     88,                 1.1704,                 2.0302,                 1.3639,                0.33255,                0.35051,                0.25604,                0.16625,                 1.2981,                 2.1383,                  1.439,               0.007129,               0.007129,               0.007129
                     89,                 1.1596,                 1.9997,                 1.3531,                0.33454,                0.34929,                0.25629,                0.16656,                 1.2982,                 2.1388,                 1.4385,               0.007096,               0.007096,               0.007096
                     90,                 1.1577,                 2.0012,                 1.3596,                0.33069,                0.35187,                0.25623,                0.16678,                 1.2973,                 2.1394,                 1.4376,               0.007063,               0.007063,               0.007063
                     91,                 1.1701,                 2.0248,                 1.3664,                0.32671,                0.35491,                0.25647,                0.16696,                  1.298,                  2.139,                 1.4381,                0.00703,                0.00703,                0.00703
                     92,                 1.1626,                 2.0216,                 1.3675,                0.32612,                0.35461,                0.25689,                0.16729,                 1.2981,                 2.1378,                 1.4381,               0.006997,               0.006997,               0.006997
                     93,                 1.1661,                 2.0093,                 1.3603,                 0.3276,                 0.3557,                0.25662,                 0.1674,                 1.2978,                 2.1375,                 1.4383,               0.006964,               0.006964,               0.006964
                     94,                 1.1496,                 1.9884,                 1.3478,                 0.3236,                0.35983,                0.25667,                 0.1676,                 1.2977,                 2.1372,                 1.4381,               0.006931,               0.006931,               0.006931
                     95,                 1.1738,                 2.0291,                 1.3596,                0.32394,                0.35931,                0.25701,                 0.1676,                 1.2969,                 2.1364,                 1.4371,               0.006898,               0.006898,               0.006898
                     96,                 1.1524,                 1.9716,                   1.35,                0.32487,                0.35554,                0.25711,                0.16797,                 1.2965,                 2.1352,                  1.437,               0.006865,               0.006865,               0.006865
                     97,                 1.1659,                  2.005,                 1.3611,                0.32517,                0.35434,                0.25738,                 0.1682,                 1.2961,                  2.135,                 1.4363,               0.006832,               0.006832,               0.006832
                     98,                 1.1636,                 2.0051,                 1.3603,                0.32638,                0.35223,                0.25752,                0.16841,                 1.2955,                  2.134,                 1.4356,               0.006799,               0.006799,               0.006799
                     99,                 1.1428,                 1.9709,                 1.3409,                0.32494,                0.35482,                0.25733,                0.16841,                 1.2946,                 2.1335,                 1.4349,               0.006766,               0.006766,               0.006766
                    100,                  1.152,                 1.9738,                 1.3547,                0.32352,                0.35541,                 0.2568,                0.16859,                 1.2938,                 2.1328,                 1.4343,               0.006733,               0.006733,               0.006733
                    101,                 1.1433,                  1.957,                 1.3456,                0.32313,                0.35854,                0.25735,                0.16883,                 1.2935,                 2.1335,                 1.4338,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.1545,                 1.9807,                 1.3446,                 0.3225,                 0.3582,                0.25755,                0.16897,                 1.2929,                 2.1338,                 1.4338,               0.006667,               0.006667,               0.006667
                    103,                 1.1557,                 1.9872,                 1.3457,                0.32149,                0.35392,                0.25739,                0.16911,                 1.2926,                 2.1341,                 1.4334,               0.006634,               0.006634,               0.006634
                    104,                 1.1514,                  1.971,                 1.3484,                0.32132,                0.35546,                0.25732,                0.16908,                 1.2915,                 2.1349,                 1.4326,               0.006601,               0.006601,               0.006601
                    105,                 1.1501,                  1.972,                  1.343,                 0.3193,                0.36468,                0.25755,                 0.1689,                 1.2916,                 2.1346,                 1.4328,               0.006568,               0.006568,               0.006568
                    106,                 1.1402,                 1.9408,                 1.3347,                0.31913,                0.36297,                0.25775,                0.16906,                 1.2914,                 2.1351,                 1.4327,               0.006535,               0.006535,               0.006535
                    107,                 1.1206,                  1.927,                 1.3281,                0.31578,                 0.3658,                0.25773,                0.16885,                 1.2912,                 2.1351,                 1.4323,               0.006502,               0.006502,               0.006502
                    108,                 1.1447,                 1.9555,                 1.3364,                0.31367,                0.36898,                0.25726,                0.16889,                 1.2904,                  2.135,                  1.432,               0.006469,               0.006469,               0.006469
                    109,                 1.1384,                  1.908,                  1.342,                 0.3134,                0.36834,                0.25739,                0.16878,                 1.2912,                 2.1354,                 1.4326,               0.006436,               0.006436,               0.006436
                    110,                 1.1481,                 1.9505,                 1.3392,                 0.3138,                0.36882,                0.25708,                0.16893,                  1.291,                 2.1356,                 1.4327,               0.006403,               0.006403,               0.006403
                    111,                 1.1399,                 1.9484,                 1.3431,                0.31304,                0.36819,                0.25688,                0.16875,                 1.2913,                 2.1363,                 1.4326,                0.00637,                0.00637,                0.00637
                    112,                 1.1269,                 1.9089,                   1.33,                0.31307,                0.37048,                0.25662,                0.16879,                 1.2914,                 2.1365,                 1.4328,               0.006337,               0.006337,               0.006337
                    113,                 1.1301,                 1.9128,                  1.333,                0.31368,                0.36994,                0.25655,                 0.1684,                 1.2919,                 2.1369,                  1.433,               0.006304,               0.006304,               0.006304
                    114,                 1.1389,                 1.9438,                 1.3387,                0.31188,                0.37112,                0.25678,                0.16861,                 1.2923,                 2.1371,                 1.4329,               0.006271,               0.006271,               0.006271
                    115,                 1.1264,                 1.8854,                 1.3253,                0.31216,                0.37115,                0.25644,                0.16857,                  1.292,                 2.1375,                 1.4323,               0.006238,               0.006238,               0.006238
                    116,                 1.1135,                 1.8948,                 1.3184,                0.31252,                0.36821,                0.25613,                0.16844,                 1.2922,                 2.1384,                 1.4324,               0.006205,               0.006205,               0.006205
                    117,                 1.1263,                 1.8999,                 1.3331,                0.31304,                0.36846,                0.25521,                0.16754,                 1.2922,                 2.1392,                 1.4325,               0.006172,               0.006172,               0.006172
                    118,                 1.1201,                 1.8805,                 1.3153,                0.31352,                0.36661,                0.25539,                0.16766,                 1.2923,                 2.1398,                 1.4323,               0.006139,               0.006139,               0.006139
                    119,                 1.1295,                 1.8883,                 1.3244,                0.31393,                0.36581,                0.25525,                0.16758,                 1.2918,                 2.1398,                 1.4319,               0.006106,               0.006106,               0.006106
                    120,                 1.1262,                 1.8924,                 1.3281,                0.31609,                0.36493,                0.25513,                0.16743,                 1.2916,                 2.1399,                 1.4317,               0.006073,               0.006073,               0.006073
                    121,                 1.1368,                 1.8894,                 1.3281,                0.31468,                0.36405,                0.25492,                0.16731,                 1.2913,                 2.1403,                 1.4313,                0.00604,                0.00604,                0.00604
                    122,                 1.1131,                 1.8568,                 1.3089,                 0.3153,                0.36377,                0.25507,                0.16727,                 1.2903,                 2.1404,                 1.4307,               0.006007,               0.006007,               0.006007
                    123,                 1.1253,                 1.8846,                 1.3189,                0.31556,                0.36316,                0.25494,                  0.167,                 1.2898,                 2.1405,                 1.4303,               0.005974,               0.005974,               0.005974
